ItemID,OrderID,ProductID,Qty
274,9604,1266,7
275,630,4833,4
276,9233,2769,7
277,1483,2315,8
278,7452,3298,1
279,3115,3032,7
280,5162,2598,4
281,6444,1075,5
282,8546,4735,4
283,9679,4599,3
284,9290,403,6
285,6216,3653,1
286,7662,1015,9
287,9832,385,4
288,7798,3143,4
289,2614,3260,6
290,8255,3532,3
291,5698,3528,3
292,8050,1107,3
293,8074,2067,5
294,5349,2771,4
295,64,3867,2
296,998,2481,4
297,6601,2614,6
298,2552,330,9
299,961,794,7
300,5592,4104,4
301,9080,537,3
302,7185,2171,9
303,4195,4018,6
304,1047,2563,6
305,8450,1078,4
306,1152,1767,9
307,8855,3908,6
308,1217,1532,3
309,8858,150,4
310,2778,168,9
311,3870,2899,1
312,3563,601,3
313,7555,1910,6
314,984,1170,8
315,8934,1267,2
316,9147,4975,8
317,6536,1212,4
318,4167,2227,2
319,2168,2560,3
320,900,4391,6
321,7527,3675,2
322,1538,2523,2
323,7143,4456,8
324,6263,1009,4
325,290,1385,4
326,3076,159,7
327,3642,2015,7
328,2983,2392,8
329,5976,4457,5
330,9460,921,4
331,2590,4823,7
332,6548,1292,6
333,1905,243,8
334,8323,2957,8
335,1442,592,1
336,8139,319,3
337,9631,4740,2
338,9948,2369,9
339,625,279,6
340,9750,1473,5
341,2259,4795,7
342,6444,3221,2
343,3491,1826,9
344,4274,4327,5
345,3537,3414,9
346,9791,3769,8
347,4879,336,2
348,6178,3602,7
349,9833,4340,8
350,2546,2749,2
351,997,2281,4
352,2637,2654,7
353,7324,3736,2
354,7399,1197,6
355,6203,1319,8
356,916,3881,8
357,1805,4633,9
358,1944,3670,1
359,9919,3287,5
360,924,3162,9
361,3222,1234,3
362,7257,4555,5
363,6616,3108,1
364,8351,1849,5
365,9045,636,6
366,2261,1783,4
367,5351,231,4
368,1389,215,7
369,4115,171,2
370,6821,193,7
371,1450,2947,7
372,2539,3537,8
373,9215,2577,9
374,8788,4222,9
375,3996,4327,2
376,1960,2756,8
377,6433,4101,5
378,6699,182,6
379,3007,1337,9
380,2012,3678,5
381,8780,906,5
382,6653,3878,2
383,2208,1667,4
384,7182,4361,4
385,1861,1080,4
386,7064,3657,5
387,7437,4707,1
388,6646,4707,8
389,6652,2565,7
390,9639,4104,8
391,6082,3089,5
392,1987,102,8
393,4749,1976,9
394,6473,3129,3
395,171,1107,5
396,2940,1293,3
397,7159,933,6
398,7790,2350,2
399,4102,2979,1
400,9245,4476,6
401,8540,452,9
402,7251,3801,3
403,1643,2137,3
404,2895,3761,9
405,556,3229,4
406,2176,2185,8
407,2984,150,4
408,5421,987,3
409,6816,1557,7
410,6938,4784,3
411,1178,4445,3
412,7478,389,8
413,808,2703,9
414,5017,4421,4
415,8848,1867,7
416,3680,2620,6
417,2920,393,3
418,8377,4027,4
419,3720,847,9
420,3202,4149,9
421,1686,3691,3
422,5929,4391,3
423,1434,3116,1
424,4324,1766,2
425,3757,3490,7
426,9801,2525,1
427,3156,1163,9
428,6332,3734,9
429,4247,1420,3
430,2538,4136,3
431,3615,18,2
432,8877,3337,6
433,611,1297,5
434,6730,1045,7
435,342,31,8
436,3425,845,4
437,9779,2924,8
438,756,845,2
439,1621,4690,9
440,3666,2486,3
441,8314,3869,4
442,6142,4954,1
443,9466,3589,4
444,9505,3962,6
445,6326,1314,1
446,4288,505,7
447,7251,794,9
448,9692,1987,6
449,5293,1755,1
450,499,3285,1
451,8687,4157,4
452,378,3291,1
453,5447,3707,9
454,1510,1024,1
455,8392,283,9
456,3946,838,2
457,8528,2726,4
458,9268,4826,3
459,6864,4051,7
460,3263,538,1
461,2225,4392,3
462,1205,1829,1
463,3573,3885,7
464,3399,3612,8
465,8532,844,4
466,1891,4731,8
467,1478,3342,1
468,6948,197,1
469,385,2078,4
470,8511,2014,8
471,4041,1167,4
472,6364,1081,4
473,704,2761,3
474,8685,1096,3
475,1026,537,7
476,8117,3367,4
477,4007,1374,7
478,7194,4376,9
479,5819,3410,7
480,5896,3257,2
481,3347,4258,2
482,9430,4818,7
483,3324,3658,5
484,3185,2997,1
485,7522,1308,8
486,6608,1695,7
487,6196,3558,9
488,5941,4331,5
489,9353,4969,2
490,3716,2152,9
491,489,4417,3
492,378,1076,3
493,1075,3645,3
494,3824,3114,7
495,3381,1205,2
496,8656,4079,7
497,9585,2438,4
498,4404,259,9
499,4185,4450,1
500,8111,3616,8
501,4973,375,2
502,4883,1843,1
503,337,1096,6
504,8647,2486,6
505,500,2879,8
506,812,2972,2
507,4911,3171,4
508,4193,3909,1
509,5998,2306,9
510,6093,267,4
511,6367,535,6
512,208,550,5
513,731,4552,7
514,3572,4415,7
515,1215,4734,1
516,526,968,4
517,3451,2342,4
518,1928,86,1
519,1467,120,7
520,5002,893,3
521,5570,2769,7
522,5138,857,9
523,5618,4327,1
524,4615,4265,8
525,8800,1338,4
526,932,2330,7
527,5392,3392,7
528,6143,1379,2
529,6815,4146,4
530,471,4084,8
531,816,3056,7
532,3467,3152,5
533,3212,4469,3
534,2945,4965,2
535,6597,4595,2
536,996,212,9
537,3413,1082,7
538,3173,91,9
539,9100,3553,2
540,1941,65,9
541,900,4992,7
542,1147,1495,7
543,347,3024,3
544,4883,3466,1
545,7240,4575,4
546,5112,108,7
547,5516,3798,1
548,6278,301,5
549,1362,1556,9
550,6284,2373,9
551,8818,150,1
552,5546,3297,1
553,4221,3291,9
554,815,1729,3
555,2299,1453,7
556,2033,3219,9
557,5111,4625,7
558,9032,3564,4
559,6287,1526,2
560,1910,3177,4
561,1898,2346,6
562,8011,2302,3
563,5237,3046,8
564,6572,3559,2
565,7778,2381,3
566,891,4956,6
567,2263,1323,2
568,894,2778,7
569,3711,87,4
570,6088,4574,6
571,7039,3942,1
572,8866,3143,8
573,3063,1158,8
574,3217,3994,8
575,7348,3333,8
576,3859,1156,9
577,5795,4149,6
578,5234,3007,7
579,5347,4116,1
580,7033,2359,6
581,5212,1424,4
582,795,1648,3
583,249,3094,3
584,769,1797,4
585,2219,4568,4
586,769,3467,5
587,2582,1592,7
588,2900,1153,3
589,9996,805,1
590,4324,1522,8
591,8934,949,5
592,1906,4181,9
593,9560,473,9
594,5156,561,5
595,5976,4290,6
596,8256,1754,5
597,2862,3336,1
598,2206,2758,9
599,3749,2028,4
600,9902,3260,9
601,5799,4338,4
602,108,907,7
603,9992,1037,5
604,5311,3091,6
605,2288,208,9
606,5731,3908,1
607,8308,2678,3
608,7974,1998,6
609,1824,3521,4
610,4724,1185,9
611,5786,1347,9
612,4068,1579,3
613,5231,2032,8
614,6720,2096,7
615,2408,336,4
616,4875,1308,5
617,7544,4954,3
618,1621,4870,4
619,6449,585,4
620,899,405,1
621,2819,232,1
622,7100,1701,3
623,5807,3369,4
624,1747,1762,1
625,6350,3600,7
626,8540,3670,9
627,2270,4081,1
628,4999,2001,4
629,5294,1372,7
630,2461,746,3
631,7668,4690,8
632,1173,563,2
633,5615,342,2
634,8585,3696,9
635,9004,306,7
636,7820,867,3
637,511,4644,4
638,8473,935,5
639,804,2477,1
640,3350,4838,1
641,9095,4393,4
642,7846,2461,3
643,6127,738,3
644,8487,52,6
645,2331,321,4
646,8084,4705,7
647,6110,1215,4
648,3926,3226,3
649,1540,780,2
650,92,742,4
651,2253,2072,2
652,2444,138,2
653,2621,4516,9
654,3093,3580,5
655,1659,681,8
656,9204,2207,9
657,2999,2084,9
658,398,176,8
659,9780,2900,1
660,6029,283,1
661,3048,4519,6
662,9245,4634,9
663,5831,1062,1
664,5444,3614,6
665,3773,671,7
666,8794,3229,5
667,7825,76,7
668,8111,2712,9
669,264,1522,4
670,9643,3670,9
671,2346,4536,3
672,2563,4864,2
673,1992,224,4
674,7060,1230,4
675,1385,3963,4
676,9537,2215,3
677,6751,57,2
678,5118,2118,5
679,7510,2878,6
680,352,3428,9
681,6556,1509,3
682,283,2537,8
683,2315,4182,9
684,3267,3857,9
685,5779,394,2
686,8700,3171,5
687,2367,4637,1
688,2037,1211,1
689,2200,4032,1
690,7790,4734,6
691,2630,754,5
692,1792,4819,5
693,8630,4011,4
694,5401,476,2
695,3684,2497,9
696,1459,3087,7
697,4590,2769,4
698,3750,2808,7
699,329,2811,9
700,2809,1640,1
701,7886,2940,1
702,1660,18,4
703,9909,2461,3
704,6595,1229,9
705,9,2027,1
706,1994,4728,4
707,3955,3667,1
708,5904,2401,9
709,2501,2063,1
710,7482,802,5
711,7510,1956,6
712,7142,3154,1
713,1502,143,6
714,7221,453,7
715,642,3622,4
716,5810,2874,5
717,8144,3579,5
718,4343,122,5
719,2199,1867,6
720,9441,2294,3
721,416,2450,3
722,9364,1301,9
723,569,2090,2
724,9033,3533,7
725,3883,4442,7
726,4787,3260,4
727,6674,899,6
728,8967,2431,4
729,3084,1069,5
730,8990,2646,7
731,9910,2822,2
732,7571,3009,4
733,5195,148,4
734,9716,1209,4
735,350,2361,1
736,98,4745,4
737,3758,911,3
738,6156,1719,8
739,3875,3597,7
740,3893,900,3
741,2082,787,7
742,7104,2799,7
743,3018,557,8
744,9206,1949,8
745,8520,1079,4
746,8132,721,1
747,4825,4506,7
748,8852,649,1
749,548,4971,7
750,9725,3082,9
751,3802,3240,3
752,8560,2090,3
753,6759,2102,8
754,7906,1615,1
755,4744,322,7
756,7797,2998,4
757,525,182,5
758,5029,1853,8
759,3261,4020,4
760,5796,1594,7
761,8057,3999,1
762,1649,4980,1
763,1889,3095,7
764,3836,1113,2
765,6775,2531,6
766,8558,4411,9
767,6663,3998,1
768,2728,1484,2
769,5315,2412,3
770,9924,3917,7
771,4195,2069,9
772,6414,2108,3
773,7312,2794,1
774,6080,2392,6
775,3388,3683,8
776,2450,3515,7
777,4786,4641,2
778,5105,2249,6
779,3572,1621,8
780,5527,4294,8
781,6815,1004,4
782,9808,3038,3
783,6851,1298,6
784,9258,2122,8
785,861,3832,4
786,3675,1102,8
787,679,4282,9
788,9158,3117,1
789,9567,3644,2
790,8963,1084,2
791,6397,4131,4
792,4088,1085,3
793,7404,1194,9
794,2532,4851,2
795,8510,1840,4
796,2292,4751,1
797,2259,3960,8
798,5582,1736,6
799,929,3792,8
800,9592,940,4
801,3706,678,9
802,9650,798,1
803,8663,2627,8
804,6273,1241,8
805,2172,591,5
806,8979,2888,9
807,4339,2252,1
808,902,4794,5
809,2504,4487,3
810,2714,4788,7
811,2251,3704,9
812,2426,3737,2
813,8909,862,1
814,8434,1106,1
815,2589,4170,9
816,5920,4648,3
817,6714,1021,2
818,4645,1557,6
819,5136,1244,4
820,2547,226,5
821,4751,132,7
822,1253,2017,8
823,6690,2601,1
824,7448,4913,4
825,2820,1951,7
826,6712,2249,5
827,6767,546,2
828,8760,2473,8
829,3601,1321,5
830,9976,4860,6
831,5878,4565,8
832,9544,4158,9
833,1092,2629,2
834,6136,4273,5
835,4270,330,3
836,9740,773,6
837,5542,3208,3
838,9759,2670,6
839,2928,4848,4
840,8379,1413,2
841,4979,4738,8
842,8595,2623,6
843,9593,2592,9
844,5415,3094,7
845,8316,1862,7
846,5692,1788,8
847,6496,4604,5
848,8132,4320,4
849,228,4636,7
850,9364,2208,2
851,253,4521,2
852,780,631,3
853,3465,3871,4
854,9648,3166,6
855,3083,1214,5
856,258,1588,7
857,2478,1558,8
858,7263,2355,3
859,6250,4933,9
860,3325,2928,2
861,319,1769,8
862,9292,4090,3
863,2440,4884,9
864,7191,3085,8
865,1508,1078,3
866,882,4078,1
867,1323,2691,8
868,6306,339,8
869,5695,632,6
870,7283,3729,5
871,5166,613,6
872,3784,1181,1
873,4432,963,2
874,3605,3366,1
875,6659,249,9
876,5981,2981,8
877,2500,2157,2
878,2865,2601,9
879,7956,1918,8
880,2315,1597,5
881,6462,1096,9
882,9664,1260,1
883,3039,2258,1
884,3965,3251,7
885,6652,1181,8
886,5835,1380,3
887,329,4612,7
888,2077,425,3
889,2547,4487,2
890,5491,4517,6
891,5136,4543,8
892,7718,811,5
893,3322,2672,9
894,7962,1996,1
895,2230,3676,6
896,7485,3437,6
897,6438,2067,4
898,3644,3188,1
899,4364,1957,3
900,5157,3559,4
901,6244,4173,4
902,2487,2765,4
903,5209,1253,6
904,764,337,8
905,3852,1802,5
906,3171,4010,9
907,6015,4647,1
908,8273,1984,1
909,1606,2449,6
910,951,4305,1
911,3091,1658,9
912,9775,2101,2
913,3443,1628,8
914,792,4654,4
915,1819,1113,1
916,2570,3833,4
917,5541,4225,7
918,9158,243,1
919,5350,4643,7
920,5880,1982,1
921,7949,728,7
922,9690,4082,8
923,8378,3023,9
924,3130,1004,3
925,1818,3206,4
926,5599,1333,9
927,3213,252,4
928,6083,3930,9
929,8559,2671,6
930,884,2497,8
931,7193,2790,7
932,2933,4699,8
933,2485,2590,8
934,5948,1725,9
935,5607,2128,1
936,8117,2354,4
937,6784,4825,3
938,2234,876,8
939,9042,749,1
940,1147,101,8
941,5367,4342,5
942,8053,1600,5
943,4134,96,3
944,3699,3631,1
945,307,1817,9
946,7131,2828,4
947,8868,3522,1
948,4702,4743,6
949,5764,624,4
950,4234,198,6
951,8925,1762,6
952,3824,4061,9
953,7263,150,6
954,314,2037,2
955,8337,4303,4
956,9985,712,6
957,2788,1948,8
958,6777,2233,6
959,5641,2463,4
960,5410,3315,4
961,2478,1152,4
962,2064,4328,8
963,3091,3935,2
964,4045,3018,6
965,5142,4322,5
966,486,1035,3
967,4269,2777,5
968,611,1032,3
969,9978,2921,3
970,7765,1088,8
971,2923,2439,8
972,9336,3704,2
973,8382,1603,1
974,9424,1698,6
975,8520,2056,4
976,3155,1075,3
977,5708,3187,3
978,4897,113,5
979,7562,4440,2
980,4419,3265,7
981,5927,2303,8
982,5294,1921,1
983,7814,2693,6
984,882,1972,5
985,1665,644,8
986,8428,2013,6
987,4259,1936,3
988,698,1040,1
989,3591,267,3
990,1653,3809,3
991,7045,3697,1
992,795,3943,4
993,5375,295,1
994,3390,4638,9
995,6116,1093,7
996,5887,1721,6
997,1056,1290,4
998,3990,1970,1
999,7881,457,2
1000,935,3560,1
1001,7063,461,6
1002,5613,3903,1
1003,9163,2746,1
1004,2864,1104,8
1005,4017,4306,4
1006,6445,1832,2
1007,7624,4867,4
1008,1370,2969,2
1009,4045,4246,7
1010,4063,2635,6
1011,6387,1953,9
1012,3670,3341,1
1013,9411,1913,7
1014,5094,3911,8
1015,4095,320,7
1016,8003,442,2
1017,1297,1989,9
1018,3974,1670,9
1019,4684,1920,3
1020,8291,161,6
1021,6182,4981,6
1022,6375,429,5
1023,6321,4490,5
1024,4720,1103,2
1025,528,3584,5
1026,6105,2238,4
1027,626,1422,5
1028,62,166,9
1029,8142,3023,7
1030,5388,4293,8
1031,2572,4079,8
1032,3735,4986,7
1033,6049,216,1
1034,4882,4973,3
1035,1680,1773,4
1036,485,1486,4
1037,4922,740,3
1038,4385,1149,9
1039,2822,2311,5
1040,8387,800,1
1041,5444,606,5
1042,1616,2539,7
1043,2462,472,8
1044,6276,204,5
1045,8722,1465,9
1046,8594,68,7
1047,9606,1839,5
1048,6879,2196,5
1049,2395,4221,7
1050,2163,1655,5
1051,6300,3186,4
1052,5022,1138,5
1053,5507,4509,4
1054,8458,1797,2
1055,532,2660,9
1056,3301,699,6
1057,7763,1802,5
1058,2744,1701,2
1059,1694,4713,5
1060,1692,3948,7
1061,3065,1633,6
1062,7676,2267,2
1063,5976,3392,8
1064,5605,3481,9
1065,6884,763,8
1066,1550,4532,1
1067,5301,951,3
1068,3815,3769,3
1069,5109,2933,7
1070,8081,79,8
1071,1272,3022,2
1072,1321,590,2
1073,2084,201,5
1074,4590,4025,3
1075,2456,4855,1
1076,8247,3114,7
1077,2454,3038,1
1078,5722,4861,2
1079,5118,136,6
1080,6135,2533,7
1081,8303,4350,6
1082,6746,304,3
1083,6966,948,3
1084,6556,2392,3
1085,4421,3480,4
1086,1580,1275,1
1087,278,4957,1
1088,8969,4135,5
1089,1392,3136,8
1090,3136,3205,9
1091,7064,2285,3
1092,7426,4713,7
1093,45,3737,2
1094,9602,352,6
1095,5241,1709,7
1096,7516,4118,6
1097,8905,3205,2
1098,9639,2523,5
1099,4272,2620,1
1100,6311,1474,4
1101,9981,4711,9
1102,2817,1402,8
1103,4892,4965,5
1104,2006,4955,7
1105,5974,2416,6
1106,3522,3471,2
1107,9739,3157,5
1108,3473,2306,2
1109,1020,4473,6
1110,6803,2088,9
1111,6756,4595,2
1112,4727,3369,8
1113,9234,850,1
1114,7866,2862,4
1115,8222,2646,8
1116,620,2221,8
1117,1138,3863,8
1118,9030,2751,4
1119,8945,364,7
1120,1355,2663,2
1121,514,1644,9
1122,6759,842,5
1123,6995,3568,3
1124,1181,1224,1
1125,3821,406,7
1126,6813,1687,7
1127,2568,4346,8
1128,4243,3243,5
1129,3294,2066,7
1130,3521,2703,8
1131,80,3971,6
1132,971,3079,3
1133,3897,2665,8
1134,4478,4082,9
1135,633,2941,2
1136,483,1535,2
1137,5591,4503,9
1138,3665,935,6
1139,6018,4828,1
1140,532,975,2
1141,8388,2991,9
1142,5558,1930,5
1143,9232,818,9
1144,4033,3721,1
1145,8696,1249,4
1146,9581,3288,5
1147,6097,3112,6
1148,6580,2199,4
1149,2986,1110,4
1150,6464,4505,1
1151,1469,1087,8
1152,8016,4229,9
1153,5276,1859,8
1154,210,365,5
1155,1287,4886,1
1156,7092,187,2
1157,6693,57,2
1158,3204,1335,5
1159,4467,2784,4
1160,3855,4626,3
1161,2041,1435,7
1162,6508,232,4
1163,9416,42,5
1164,7972,2749,2
1165,189,472,9
1166,4048,2188,8
1167,6186,3435,2
1168,5521,3883,3
1169,3850,4820,3
1170,3352,3968,4
1171,9534,2429,1
1172,3582,4829,6
1173,5417,4544,5
1174,7563,775,2
1175,9922,1571,7
1176,5215,3641,9
1177,5926,780,9
1178,3543,2208,5
1179,8582,3868,2
1180,6195,4063,2
1181,3771,2623,8
1182,4000,3762,9
1183,8089,4511,5
1184,4279,2649,1
1185,7668,2796,2
1186,7394,230,8
1187,9804,2992,7
1188,124,1951,9
1189,8462,2208,2
1190,5094,765,3
1191,5171,3849,1
1192,8713,1469,6
1193,2039,457,5
1194,8572,4531,5
1195,1826,4973,6
1196,4718,1438,6
1197,1618,3567,6
1198,7589,4882,4
1199,3242,4860,4
1200,2575,2539,8
1201,1652,2342,1
1202,5591,4751,8
1203,5347,2732,9
1204,1098,895,8
1205,2479,4375,5
1206,3973,4262,8
1207,8563,1883,5
1208,303,4916,4
1209,5712,3919,4
1210,7298,743,5
1211,5480,2674,3
1212,3773,1772,3
1213,2524,2388,4
1214,6029,4646,5
1215,676,1921,8
1216,1319,4981,2
1217,3863,1773,9
1218,7862,2779,5
1219,884,3654,5
1220,5941,2539,2
1221,7761,3714,7
1222,3318,867,8
1223,2598,519,1
1224,24,531,4
1225,3648,2926,2
1226,4520,1647,8
1227,447,395,3
1228,7792,2960,2
1229,100,2568,6
1230,5121,3357,5
1231,5255,3415,2
1232,3140,3407,6
1233,3576,2024,4
1234,6266,2106,6
1235,5004,3714,8
1236,1704,2528,4
1237,6466,622,8
1238,8514,3147,1
1239,8050,696,1
1240,6045,1941,6
1241,9427,4582,3
1242,4637,4604,4
1243,9585,3970,2
1244,3456,2710,2
1245,3217,2871,6
1246,4115,1206,3
1247,9481,4138,9
1248,1596,234,1
1249,9104,3258,4
1250,7237,3830,2
1251,4105,3729,1
1252,6157,1027,5
1253,3795,4245,1
1254,6396,1984,2
1255,4840,3090,8
1256,7759,2389,1
1257,1986,3909,3
1258,5551,3904,5
1259,1936,2872,8
1260,1209,3079,1
1261,322,2776,6
1262,4203,594,7
1263,6524,3988,1
1264,2444,339,8
1265,4202,3657,7
1266,5621,3115,5
1267,9289,1797,5
1268,5149,4023,3
1269,2099,2559,1
1270,8524,879,4
1271,3040,4798,2
1272,1515,1784,9
1273,8458,1612,7
1274,9598,4746,3
1275,1328,1123,9
1276,5660,1130,5
1277,6467,125,6
1278,4973,2847,3
1279,1515,4958,9
1280,6142,3276,6
1281,7898,4372,7
1282,6455,2419,2
1283,7549,1483,8
1284,8679,4772,2
1285,6936,2377,8
1286,5221,1414,2
1287,2075,644,8
1288,2902,3924,4
1289,9425,4470,1
1290,6876,2786,7
1291,6303,1460,7
1292,1221,2787,9
1293,8535,3327,2
1294,6586,1328,8
1295,9753,3995,8
1296,1217,489,5
1297,1072,1654,6
1298,2065,2733,2
1299,9199,863,8
1300,4997,3780,3
1301,5382,2963,9
1302,836,4649,8
1303,2055,3564,3
1304,3004,3354,7
1305,2135,4954,2
1306,4905,1882,9
1307,1221,2644,1
1308,1111,2770,2
1309,5850,2125,3
1310,1313,4836,4
1311,2185,1519,1
1312,5894,4417,7
1313,975,80,2
1314,4384,1369,3
1315,9050,3292,4
1316,141,4871,3
1317,3043,1112,4
1318,7139,504,2
1319,4122,4578,4
1320,3928,78,8
1321,7982,2487,2
1322,1394,1101,3
1323,1807,3825,4
1324,1925,259,5
1325,7775,488,2
1326,2371,2160,2
1327,998,391,5
1328,9340,2673,4
1329,8798,2533,4
1330,4044,4999,4
1331,6206,2495,6
1332,6411,4582,4
1333,2334,2611,1
1334,1307,1372,4
1335,1552,4908,6
1336,6446,4482,1
1337,6344,4270,1
1338,6163,3867,2
1339,2233,4101,3
1340,9430,3806,3
1341,2752,2641,9
1342,6067,4032,8
1343,2595,2901,5
1344,7796,4426,8
1345,20,1208,7
1346,1878,4629,6
1347,4004,1282,6
1348,2912,943,4
1349,1387,3028,2
1350,4933,2086,2
1351,4211,2249,8
1352,6778,4115,7
1353,5786,2714,7
1354,7956,1564,3
1355,3660,553,1
1356,3863,1109,5
1357,5801,2053,9
1358,8011,1896,3
1359,5935,3774,1
1360,8384,1522,2
1361,2750,2672,7
1362,7131,1055,4
1363,2737,407,4
1364,2620,1227,9
1365,7148,2780,9
1366,5612,2494,9
1367,3422,522,5
1368,4014,861,1
1369,592,3788,1
1370,640,276,8
1371,5288,2937,8
1372,9596,35,8
1373,2447,3405,5
1374,6203,2868,4
1375,2277,4111,7
1376,4009,3870,3
1377,974,42,5
1378,6377,775,6
1379,2480,2088,5
1380,1649,2361,5
1381,6577,1272,7
1382,6971,1960,5
1383,697,1451,8
1384,6207,4517,6
1385,6646,4327,3
1386,1470,722,7
1387,2935,3407,6
1388,2275,206,5
1389,7741,3457,4
1390,1474,283,2
1391,8535,1304,4
1392,6984,4155,1
1393,1140,1849,5
1394,5970,3644,7
1395,1225,1009,8
1396,4674,2503,7
